"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CENX","Century Aluminum Company","21.01","1834739261.52","n/a","1996","Basic Industries","Aluminum","https://www-qc.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","80.4","447659883.6","n/a","1987","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","9.67","283909459.4","n/a","n/a","Consumer Services","Hotels/Resorts","https://www-qc.nasdaq.com/symbol/cnty",
"CVO","Cenveo Inc","1.06","9096881.84","n/a","n/a","Consumer Durables","Containers/Packaging","https://www-qc.nasdaq.com/symbol/cvo",
"CRNT","Ceragon Networks Ltd.","2.08","162122619.36","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www-qc.nasdaq.com/symbol/crnt",
"CERC","Cerecor Inc.","2.7","70348113.9","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/cerc",
"CERCW","Cerecor Inc.","0.2495","0","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/cercw",
"CERN","Cerner Corporation","72.64","24146618045.44","n/a","1986","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/cern",
"CERS","Cerus Corporation","4.37","498557751.54","n/a","1997","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","3.2","34763769.6","n/a","n/a","Capital Goods","Medical Specialities","https://www-qc.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","45.925","1009200726.875","n/a","n/a","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/ceva",
"CSBR","Champions Oncology, Inc.","4.16","45711523.52","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/csbr",
"CYOU","Changyou.com Limited","36.55","702313951.8","19215156","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/cyou",
"BURG","Chanticleer Holdings, Inc.","3.3","9984621.9","n/a","n/a","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/burg",
"CTHR","Charles & Colvard Ltd","1.389","29995017.465","n/a","1997","Consumer Durables","Consumer Specialties","https://www-qc.nasdaq.com/symbol/cthr",
"GTLS","Chart Industries, Inc.","54.5","1677023533","n/a","2006","Capital Goods","Metal Fabrications","https://www-qc.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","355.27","88772711821.64","n/a","n/a","Consumer Services","Television Services","https://www-qc.nasdaq.com/symbol/chtr",
"CHFN","Charter Financial Corp.","18.49","279796596.8","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/chfn",
"CHKP","Check Point Software Technologies Ltd.","102.94","17085487499.76","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","0.9268","17849296.808","n/a","2015","Health Care","Medical Electronics","https://www-qc.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","0.39","0","n/a","2015","Health Care","Medical Electronics","https://www-qc.nasdaq.com/symbol/chekw",
"CKPT","Checkpoint Therapeutics, Inc.","3.98","101521354.44","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/ckpt",
"CEMI","Chembio Diagnostics, Inc.","8.9","109635273","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","55.9","3978344137.3","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","9","438899976","n/a","2012","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","50.14","237683706.14","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","1.8","25111918.8","n/a","n/a","Consumer Non-Durables","Apparel","https://www-qc.nasdaq.com/symbol/chke",
"CHFS","CHF Solutions, Inc.","3.67","6602307.98","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www-qc.nasdaq.com/symbol/chfs",
"CHMA","Chiasma, Inc.","1.5362","37451351.6192","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/chma",
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","10.01","116156920.88","n/a","2017","Consumer Services","Movies/Entertainment","https://www-qc.nasdaq.com/symbol/csse",
"PLCE","Children&#39;s Place, Inc. (The)","157.4","2738058468.2","n/a","1997","Consumer Services","Clothing/Shoe/Accessory Stores","https://www-qc.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","4.9","230925886.8","n/a","2013","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","4.5","10744461","n/a","n/a","Basic Industries","Engineering & Construction","https://www-qc.nasdaq.com/symbol/cadc",
"CALI","China Auto Logistics Inc.","3.78","18296689.32","n/a","n/a","Consumer Services","Motor Vehicles","https://www-qc.nasdaq.com/symbol/cali",
"CAAS","China Automotive Systems, Inc.","4.86","153789859.44","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www-qc.nasdaq.com/symbol/caas",
"CBPO","China Biologic Products Holdings, Inc.","77.5","2139723927.5","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","2.44","7784978.6","n/a","n/a","Capital Goods","Building Materials","https://www-qc.nasdaq.com/symbol/cccl",
"CCCR","China Commercial Credit, Inc.","1.85","35984192.75","n/a","2013","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cccr",
"CCRC","China Customer Relations Centers, Inc.","20.44","374657024","n/a","2015","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/ccrc",
"JRJC","China Finance Online Co. Limited","2.93","62173430.93","21219601","2004","Finance","Investment Bankers/Brokers/Service","https://www-qc.nasdaq.com/symbol/jrjc",
"HGSH","China HGS Real Estate, Inc.","1.9005","85617525","n/a","n/a","Finance","Real Estate","https://www-qc.nasdaq.com/symbol/hgsh",
"CNIT","China Information Technology, Inc.","3","120693477","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/cnit",
"CIFS","China Internet Nationwide Financial Services Inc.","42.93","945453657.78","n/a","2017","Consumer Services","Professional Services","https://www-qc.nasdaq.com/symbol/cifs",
"CJJD","China Jo-Jo Drugstores, Inc.","1.5","37822017","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www-qc.nasdaq.com/symbol/cjjd",
"CLDC","China Lending Corporation","3.22","76503390.74","n/a","2014","Finance","Diversified Financial Services","https://www-qc.nasdaq.com/symbol/cldc",
"HTHT","China Lodging Group, Limited","152.24","5021457974.72","32983828","n/a","Consumer Services","Hotels/Resorts","https://www-qc.nasdaq.com/symbol/htht",
"CHNR","China Natural Resources, Inc.","3.82","95159699.12","n/a","n/a","Basic Industries","Precious Metals","https://www-qc.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","3.03","25179899.94","n/a","n/a","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/creg",
"CNTF","China TechFaith Wireless Communication Technology Limited","2.705","19635559.835","7258987","2005","n/a","n/a","https://www-qc.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","4.6","228747562.6","n/a","n/a","Capital Goods","Containers/Packaging","https://www-qc.nasdaq.com/symbol/cxdc",
"CCIH","ChinaCache International Holdings Ltd.","2.89","60554482.12","20953108","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","6.38","78732657.96","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www-qc.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES INC.","17.66","188358169.28","10665808","n/a","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/imos",
"CDXC","ChromaDex Corporation","6.35","341868925.1","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www-qc.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","28.01","0","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","26.96","512240000","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","27.87","468216000","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","29.2","330519910","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","30.14","217980256.12","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","253.55","3916864487.25","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www-qc.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","28.05","474429200.85","n/a","2012","Consumer Services","Restaurants","https://www-qc.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","7.6","153809886.8","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/cdtx",
"CMCT","CIM Commercial Trust Corporation","18.5","810021371.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","n/a","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/cmctp",
"CMPR","Cimpress N.V","120","3724941960","n/a","n/a","Miscellaneous","Publishing","https://www-qc.nasdaq.com/symbol/cmpr",
"CINF","Cincinnati Financial Corporation","72.77","11939503066.75","n/a","n/a","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","1.38","48212127.12","n/a","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www-qc.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","162.05","17256509877.95","n/a","1983","Consumer Non-Durables","Apparel","https://www-qc.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","52.34","3332231281.66","n/a","1989","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","40.1","198239247172.4","n/a","1990","Technology","Computer Communications Equipment","https://www-qc.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","25.57","351328424.76","n/a","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://www-qc.nasdaq.com/symbol/ctrn",
"CTXR","Citius Pharmaceuticals, Inc.","3.99","33609330.09","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.75","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","24.78","302281828.38","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","13.68","80488414.08","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","23.35","58990902.95","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","21.8","106704569","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","89.81","13532160188.68","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","69.21","1080923787.09","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","22.46","228439200.1","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","73.95","0","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/civbp",
"CLAR","Clarus Corporation","7.2","216297108","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www-qc.nasdaq.com/symbol/clar",
"CDTI","Clean Diesel Technologies, Inc.","1.55","24494550.8","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www-qc.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","2.18","329366516.44","n/a","2007","Public Utilities","Natural Gas Distribution","https://www-qc.nasdaq.com/symbol/clne",
"CACG","ClearBridge All Cap Growth ETF","29.18","56898665.6","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/cacg",
"YLDE","ClearBridge Dividend Strategy ESG ETF","28.26","0","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/ylde",
"LRGE","ClearBridge Large Cap Growth ESG ETF","30.2375","3023810.475","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/lrge",
"CLFD","Clearfield, Inc.","12.8","176769907.2","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","8.9","74885961.7","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/clro",
"CLSD","Clearside Biomedical, Inc.","6.22","157630007.9","n/a","2016","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Combustion Corporation","2.85","44478106.05","n/a","2012","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/clir",
"CLIRW","ClearSign Combustion Corporation","0.9","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/clirw",
"CMTA","Clementia Pharmaceuticals Inc.","16.53","524291663.52","n/a","2017","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/cmta",
"CBLI","Cleveland BioLabs, Inc.","4.04","45570529.36","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www-qc.nasdaq.com/symbol/cbli",
"CSBK","Clifton Bancorp Inc.","16.98","374659760.64","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","59.93","3017576062.54","n/a","2011","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/clvs",
"CMFN","CM Finance Inc","8.15","111577412","n/a","2014","n/a","n/a","https://www-qc.nasdaq.com/symbol/cmfn",
"CMSS","CM Seven Star Acquisition Corporation","9.66","254281068.72","n/a","n/a","Finance","Business Services","https://www-qc.nasdaq.com/symbol/cmss",
"CMSSR","CM Seven Star Acquisition Corporation","0.262","0","n/a","n/a","Finance","Business Services","https://www-qc.nasdaq.com/symbol/cmssr",
"CMSSU","CM Seven Star Acquisition Corporation","10.03","0","n/a","2017","Finance","Business Services","https://www-qc.nasdaq.com/symbol/cmssu",
"CMSSW","CM Seven Star Acquisition Corporation","0.2401","0","n/a","n/a","Finance","Business Services","https://www-qc.nasdaq.com/symbol/cmssw",
"CME","CME Group Inc.","152.81","52000401933.76","n/a","2002","Finance","Investment Bankers/Brokers/Service","https://www-qc.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","28.18","430693172.46","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/ccne",
"CWAY","Coastway Bancorp, Inc.","21.75","95535591.75","n/a","2014","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/cway",
"COBZ","CoBiz Financial Inc.","21.3","899570674.5","n/a","1998","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/cobz",
"COKE","Coca-Cola Bottling Co. Consolidated","203.96","1903797109.24","n/a","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://www-qc.nasdaq.com/symbol/coke",
"CODA","Coda Octopus Group, Inc.","4.8008","43796392.5824","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/coda",
"CDXS","Codexis, Inc.","9.05","437539128.25","n/a","n/a","Basic Industries","Major Chemicals","https://www-qc.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","3.16","38814201","n/a","2017","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/codx",
"CVLY","Codorus Valley Bancorp, Inc","27.98","248583133.7","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","4.36","25549242.48","n/a","2005","Consumer Non-Durables","Food Distributors","https://www-qc.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","45","2067973920","n/a","n/a","Consumer Services","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/ccoi",
"CGNT","Cogentix Medical, Inc.","2.98","181498884.68","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www-qc.nasdaq.com/symbol/cgnt",
"COGT","Cogint, Inc.","4.85","289435302.7","n/a","n/a","Consumer Services","Advertising","https://www-qc.nasdaq.com/symbol/cogt",
"CGNX","Cognex Corporation","67.04","11609531193.92","n/a","1989","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","74.01","43639673520.36","n/a","1998","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/ctsh",
"COHR","Coherent, Inc.","297.16","7375238109.96","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www-qc.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","13.7","804485015.8","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","23.23","657130658.14","n/a","n/a","Capital Goods","Electrical Products","https://www-qc.nasdaq.com/symbol/cohu",
